date,Temperature
2015-02-06 00:55:00,0.2385208012326667
2015-02-06 00:55:59,0.2385208012326667
2015-02-06 00:56:59,0.2385208012326667
2015-02-06 00:58:00,0.2508474576271258
2015-02-06 00:59:00,0.2385208012326667
2015-02-06 01:00:00,0.2385208012326667
2015-02-06 01:01:00,0.2385208012326667
2015-02-06 01:01:59,0.2385208012326667
2015-02-06 01:02:59,0.2385208012326667
2015-02-06 01:04:00,0.2385208012326667
2015-02-06 01:05:00,0.2385208012326667
2015-02-06 01:06:00,0.2385208012326667
2015-02-06 01:07:00,0.2385208012326667
2015-02-06 01:08:00,0.23297380585516336
2015-02-06 01:08:59,0.2385208012326667
2015-02-06 01:09:59,0.2385208012326667
2015-02-06 01:11:00,0.2385208012326667
2015-02-06 01:12:00,0.2385208012326667
2015-02-06 01:13:00,0.23020030816641104
2015-02-06 01:14:00,0.2385208012326667
2015-02-06 01:14:59,0.2274268104776591
2015-02-06 01:15:59,0.23020030816641104
2015-02-06 01:17:00,0.22187981510015486
2015-02-06 01:18:00,0.2385208012326667
2015-02-06 01:19:00,0.22187981510015486
2015-02-06 01:20:00,0.2274268104776591
2015-02-06 01:21:00,0.23020030816641104
2015-02-06 01:21:59,0.2385208012326667
2015-02-06 01:23:00,0.23297380585516336
2015-02-06 01:24:00,0.2385208012326667
2015-02-06 01:25:00,0.2385208012326667
2015-02-06 01:25:59,0.2385208012326667
2015-02-06 01:27:00,0.2385208012326667
2015-02-06 01:27:59,0.2446841294298876
2015-02-06 01:28:59,0.2570107858243467
2015-02-06 01:30:00,0.2570107858243467
2015-02-06 01:31:00,0.2570107858243467
2015-02-06 01:32:00,0.2570107858243467
2015-02-06 01:33:00,0.2570107858243467
2015-02-06 01:34:00,0.2570107858243467
2015-02-06 01:34:59,0.2570107858243467
2015-02-06 01:36:00,0.2570107858243467
2015-02-06 01:37:00,0.2570107858243467
2015-02-06 01:38:00,0.2477657935285067
2015-02-06 01:38:59,0.2570107858243467
2015-02-06 01:40:00,0.2570107858243467
2015-02-06 01:40:59,0.2570107858243467
2015-02-06 01:41:59,0.2570107858243467
2015-02-06 01:43:00,0.2570107858243467
2015-02-06 01:44:00,0.27734976887519425
2015-02-06 01:45:00,0.2637904468413015
2015-02-06 01:46:00,0.27734976887519425
2015-02-06 01:46:59,0.27734976887519425
2015-02-06 01:47:59,0.27734976887519425
2015-02-06 01:49:00,0.27734976887519425
2015-02-06 01:50:00,0.27734976887519425
2015-02-06 01:51:00,0.27734976887519425
2015-02-06 01:52:00,0.27734976887519425
2015-02-06 01:53:00,0.27734976887519425
2015-02-06 01:53:59,0.27734976887519425
2015-02-06 01:54:59,0.27734976887519425
2015-02-06 01:56:00,0.27734976887519425
2015-02-06 01:57:00,0.27734976887519425
2015-02-06 01:58:00,0.2865947611710338
2015-02-06 01:59:00,0.27734976887519425
2015-02-06 01:59:59,0.27734976887519425
2015-02-06 02:00:59,0.27734976887519425
2015-02-06 02:02:00,0.27734976887519425
2015-02-06 02:03:00,0.2958397534668737
2015-02-06 02:04:00,0.27734976887519425
2015-02-06 02:05:00,0.2958397534668737
2015-02-06 02:06:00,0.27734976887519425
2015-02-06 02:06:59,0.27734976887519425
2015-02-06 02:08:00,0.2865947611710338
2015-02-06 02:09:00,0.2865947611710338
2015-02-06 02:10:00,0.27734976887519425
2015-02-06 02:10:59,0.2865947611710338
2015-02-06 02:12:00,0.2958397534668737
2015-02-06 02:12:59,0.2958397534668737
2015-02-06 02:13:59,0.2958397534668737
2015-02-06 02:15:00,0.27734976887519425
2015-02-06 02:16:00,0.27734976887519425
2015-02-06 02:17:00,0.2958397534668737
2015-02-06 02:18:00,0.2958397534668737
2015-02-06 02:19:00,0.2896764252696529
2015-02-06 02:19:59,0.2896764252696529
2015-02-06 02:21:00,0.2896764252696529
2015-02-06 02:22:00,0.2958397534668737
2015-02-06 02:23:00,0.2958397534668737
2015-02-06 02:23:59,0.2958397534668737
2015-02-06 02:25:00,0.2958397534668737
2015-02-06 02:25:59,0.2958397534668737
2015-02-06 02:26:59,0.27734976887519425
2015-02-06 02:28:00,0.2958397534668737
2015-02-06 02:29:00,0.2865947611710338
2015-02-06 02:30:00,0.2865947611710338
2015-02-06 02:31:00,0.2958397534668737
2015-02-06 02:31:59,0.27734976887519425
2015-02-06 02:32:59,0.27734976887519425
2015-02-06 02:34:00,0.2865947611710338
2015-02-06 02:35:00,0.2958397534668737
2015-02-06 02:36:00,0.2958397534668737
2015-02-06 02:37:00,0.2958397534668737
2015-02-06 02:38:00,0.2958397534668737
2015-02-06 02:38:59,0.27734976887519425
2015-02-06 02:39:59,0.27734976887519425
2015-02-06 02:41:00,0.270570107858239
2015-02-06 02:42:00,0.27734976887519425
2015-02-06 02:43:00,0.27734976887519425
2015-02-06 02:44:00,0.27734976887519425
2015-02-06 02:44:59,0.27734976887519425
2015-02-06 02:45:59,0.2570107858243467
2015-02-06 02:47:00,0.2637904468413015
2015-02-06 02:48:00,0.27734976887519425
2015-02-06 02:49:00,0.27734976887519425
2015-02-06 02:50:00,0.27734976887519425
2015-02-06 02:51:00,0.2671802773497705
2015-02-06 02:51:59,0.2570107858243467
2015-02-06 02:53:00,0.2570107858243467
2015-02-06 02:54:00,0.2570107858243467
2015-02-06 02:55:00,0.27734976887519425
2015-02-06 02:55:59,0.27734976887519425
2015-02-06 02:57:00,0.27734976887519425
2015-02-06 02:57:59,0.27734976887519425
2015-02-06 02:58:59,0.2835130970724151
2015-02-06 03:00:00,0.2819722650231138
2015-02-06 03:01:00,0.27734976887519425
2015-02-06 03:02:00,0.27734976887519425
2015-02-06 03:03:00,0.2835130970724151
2015-02-06 03:04:00,0.27734976887519425
2015-02-06 03:04:59,0.27734976887519425
2015-02-06 03:06:00,0.27734976887519425
2015-02-06 03:07:00,0.27734976887519425
2015-02-06 03:08:00,0.27734976887519425
2015-02-06 03:08:59,0.2835130970724151
2015-02-06 03:10:00,0.2819722650231138
2015-02-06 03:10:59,0.27734976887519425
2015-02-06 03:11:59,0.27734976887519425
2015-02-06 03:13:00,0.2835130970724151
2015-02-06 03:14:00,0.2865947611710338
2015-02-06 03:15:00,0.27734976887519425
2015-02-06 03:16:00,0.2865947611710338
2015-02-06 03:16:59,0.2865947611710338
2015-02-06 03:17:59,0.27734976887519425
2015-02-06 03:19:00,0.27734976887519425
2015-02-06 03:20:00,0.2958397534668737
2015-02-06 03:21:00,0.27734976887519425
2015-02-06 03:22:00,0.2835130970724151
2015-02-06 03:23:00,0.2835130970724151
2015-02-06 03:23:59,0.2958397534668737
2015-02-06 03:24:59,0.2958397534668737
2015-02-06 03:26:00,0.27734976887519425
2015-02-06 03:27:00,0.2865947611710338
2015-02-06 03:28:00,0.2865947611710338
2015-02-06 03:29:00,0.27734976887519425
2015-02-06 03:29:59,0.2958397534668737
2015-02-06 03:30:59,0.27734976887519425
2015-02-06 03:32:00,0.2865947611710338
2015-02-06 03:33:00,0.2958397534668737
2015-02-06 03:34:00,0.2865947611710338
2015-02-06 03:35:00,0.2865947611710338
2015-02-06 03:36:00,0.27734976887519425
2015-02-06 03:36:59,0.27734976887519425
2015-02-06 03:38:00,0.27734976887519425
2015-02-06 03:39:00,0.27734976887519425
2015-02-06 03:40:00,0.27734976887519425
2015-02-06 03:40:59,0.27734976887519425
2015-02-06 03:42:00,0.27734976887519425
2015-02-06 03:42:59,0.27734976887519425
2015-02-06 03:43:59,0.2671802773497705
2015-02-06 03:45:00,0.27734976887519425
2015-02-06 03:46:00,0.27734976887519425
2015-02-06 03:47:00,0.27734976887519425
2015-02-06 03:48:00,0.27734976887519425
2015-02-06 03:49:00,0.2637904468413015
2015-02-06 03:49:59,0.2570107858243467
2015-02-06 03:51:00,0.2570107858243467
2015-02-06 03:52:00,0.2570107858243467
2015-02-06 03:53:00,0.2570107858243467
2015-02-06 03:53:59,0.2570107858243467
2015-02-06 03:55:00,0.2570107858243467
2015-02-06 03:55:59,0.2570107858243467
2015-02-06 03:56:59,0.2570107858243467
2015-02-06 03:58:00,0.2570107858243467
2015-02-06 03:59:00,0.2570107858243467
2015-02-06 04:00:00,0.2671802773497705
2015-02-06 04:01:00,0.2671802773497705
2015-02-06 04:01:59,0.27734976887519425
2015-02-06 04:02:59,0.27734976887519425
2015-02-06 04:04:00,0.27734976887519425
2015-02-06 04:05:00,0.27734976887519425
2015-02-06 04:06:00,0.27734976887519425
2015-02-06 04:07:00,0.27734976887519425
2015-02-06 04:08:00,0.27734976887519425
2015-02-06 04:08:59,0.27734976887519425
2015-02-06 04:09:59,0.27734976887519425
2015-02-06 04:11:00,0.2570107858243467
2015-02-06 04:12:00,0.2570107858243467
2015-02-06 04:13:00,0.2570107858243467
2015-02-06 04:14:00,0.2570107858243467
2015-02-06 04:14:59,0.2570107858243467
2015-02-06 04:15:59,0.2570107858243467
2015-02-06 04:17:00,0.2570107858243467
2015-02-06 04:18:00,0.2570107858243467
2015-02-06 04:19:00,0.2570107858243467
2015-02-06 04:20:00,0.2570107858243467
2015-02-06 04:21:00,0.2570107858243467
2015-02-06 04:21:59,0.2570107858243467
2015-02-06 04:23:00,0.2570107858243467
2015-02-06 04:24:00,0.2570107858243467
2015-02-06 04:25:00,0.2570107858243467
2015-02-06 04:25:59,0.27734976887519425
2015-02-06 04:27:00,0.2570107858243467
2015-02-06 04:27:59,0.2671802773497705
2015-02-06 04:28:59,0.270570107858239
2015-02-06 04:30:00,0.27734976887519425
2015-02-06 04:31:00,0.2671802773497705
2015-02-06 04:32:00,0.2570107858243467
2015-02-06 04:33:00,0.2570107858243467
2015-02-06 04:34:00,0.2570107858243467
2015-02-06 04:34:59,0.2570107858243467
2015-02-06 04:36:00,0.2671802773497705
2015-02-06 04:37:00,0.2671802773497705
2015-02-06 04:38:00,0.27734976887519425
2015-02-06 04:38:59,0.27734976887519425
2015-02-06 04:40:00,0.2671802773497705
2015-02-06 04:40:59,0.2671802773497705
2015-02-06 04:41:59,0.270570107858239
2015-02-06 04:43:00,0.2570107858243467
2015-02-06 04:44:00,0.27734976887519425
2015-02-06 04:45:00,0.27734976887519425
2015-02-06 04:46:00,0.270570107858239
2015-02-06 04:46:59,0.2570107858243467
2015-02-06 04:47:59,0.2570107858243467
2015-02-06 04:49:00,0.2570107858243467
2015-02-06 04:50:00,0.2570107858243467
2015-02-06 04:51:00,0.2570107858243467
2015-02-06 04:52:00,0.2570107858243467
2015-02-06 04:53:00,0.2570107858243467
2015-02-06 04:53:59,0.2570107858243467
2015-02-06 04:54:59,0.2570107858243467
2015-02-06 04:56:00,0.2570107858243467
2015-02-06 04:57:00,0.2671802773497705
2015-02-06 04:58:00,0.2570107858243467
2015-02-06 04:59:00,0.2570107858243467
2015-02-06 04:59:59,0.2570107858243467
2015-02-06 05:00:59,0.2570107858243467
2015-02-06 05:02:00,0.2570107858243467
2015-02-06 05:03:00,0.2671802773497705
2015-02-06 05:04:00,0.2570107858243467
2015-02-06 05:05:00,0.2570107858243467
2015-02-06 05:06:00,0.2570107858243467
2015-02-06 05:06:59,0.2570107858243467
2015-02-06 05:08:00,0.2570107858243467
2015-02-06 05:09:00,0.2570107858243467
2015-02-06 05:10:00,0.2570107858243467
2015-02-06 05:10:59,0.2570107858243467
2015-02-06 05:12:00,0.2570107858243467
2015-02-06 05:12:59,0.2508474576271258
2015-02-06 05:13:59,0.2385208012326667
2015-02-06 05:15:00,0.2477657935285067
2015-02-06 05:16:00,0.2477657935285067
2015-02-06 05:17:00,0.2477657935285067
2015-02-06 05:18:00,0.2570107858243467
2015-02-06 05:19:00,0.2570107858243467
2015-02-06 05:19:59,0.2477657935285067
2015-02-06 05:21:00,0.2508474576271258
2015-02-06 05:22:00,0.2570107858243467
2015-02-06 05:23:00,0.2477657935285067
2015-02-06 05:23:59,0.2570107858243467
2015-02-06 05:25:00,0.2570107858243467
2015-02-06 05:25:59,0.2570107858243467
2015-02-06 05:26:59,0.2570107858243467
2015-02-06 05:28:00,0.2570107858243467
2015-02-06 05:29:00,0.2477657935285067
2015-02-06 05:30:00,0.2570107858243467
2015-02-06 05:31:00,0.2570107858243467
2015-02-06 05:31:59,0.2508474576271258
2015-02-06 05:32:59,0.2477657935285067
2015-02-06 05:34:00,0.2385208012326667
2015-02-06 05:35:00,0.2385208012326667
2015-02-06 05:36:00,0.2385208012326667
2015-02-06 05:37:00,0.2385208012326667
2015-02-06 05:38:00,0.2385208012326667
2015-02-06 05:38:59,0.2385208012326667
2015-02-06 05:39:59,0.2385208012326667
2015-02-06 05:41:00,0.2385208012326667
2015-02-06 05:42:00,0.2385208012326667
2015-02-06 05:43:00,0.2385208012326667
2015-02-06 05:44:00,0.2385208012326667
2015-02-06 05:44:59,0.23020030816641104
2015-02-06 05:45:59,0.2385208012326667
2015-02-06 05:47:00,0.2385208012326667
2015-02-06 05:48:00,0.2385208012326667
2015-02-06 05:49:00,0.2385208012326667
2015-02-06 05:50:00,0.2385208012326667
2015-02-06 05:51:00,0.2385208012326667
2015-02-06 05:51:59,0.2385208012326667
2015-02-06 05:53:00,0.2385208012326667
2015-02-06 05:54:00,0.23020030816641104
2015-02-06 05:55:00,0.2385208012326667
2015-02-06 05:55:59,0.2385208012326667
2015-02-06 05:57:00,0.2385208012326667
2015-02-06 05:57:59,0.2385208012326667
2015-02-06 05:58:59,0.2385208012326667
2015-02-06 06:00:00,0.2385208012326667
2015-02-06 06:01:00,0.2385208012326667
2015-02-06 06:02:00,0.2385208012326667
2015-02-06 06:03:00,0.23020030816641104
2015-02-06 06:04:00,0.23020030816641104
2015-02-06 06:04:59,0.23020030816641104
2015-02-06 06:06:00,0.22187981510015486
2015-02-06 06:07:00,0.23020030816641104
2015-02-06 06:08:00,0.22187981510015486
2015-02-06 06:08:59,0.2385208012326667
2015-02-06 06:10:00,0.23020030816641104
2015-02-06 06:10:59,0.2385208012326667
2015-02-06 06:11:59,0.2385208012326667
2015-02-06 06:13:00,0.2385208012326667
2015-02-06 06:14:00,0.2385208012326667
2015-02-06 06:15:00,0.2385208012326667
2015-02-06 06:16:00,0.2385208012326667
2015-02-06 06:16:59,0.2385208012326667
2015-02-06 06:17:59,0.22187981510015486
2015-02-06 06:19:00,0.2274268104776591
2015-02-06 06:20:00,0.2385208012326667
2015-02-06 06:21:00,0.2385208012326667
2015-02-06 06:22:00,0.2385208012326667
2015-02-06 06:23:00,0.22187981510015486
2015-02-06 06:23:59,0.2385208012326667
2015-02-06 06:24:59,0.2385208012326667
2015-02-06 06:26:00,0.2385208012326667
2015-02-06 06:27:00,0.23297380585516336
2015-02-06 06:28:00,0.23020030816641104
2015-02-06 06:29:00,0.2385208012326667
2015-02-06 06:29:59,0.2385208012326667
2015-02-06 06:30:59,0.2385208012326667
2015-02-06 06:32:00,0.2385208012326667
2015-02-06 06:33:00,0.2385208012326667
2015-02-06 06:34:00,0.2385208012326667
2015-02-06 06:35:00,0.2385208012326667
2015-02-06 06:36:00,0.2385208012326667
2015-02-06 06:36:59,0.2385208012326667
2015-02-06 06:38:00,0.2385208012326667
2015-02-06 06:39:00,0.2385208012326667
2015-02-06 06:40:00,0.2446841294298876
2015-02-06 06:40:59,0.2570107858243467
2015-02-06 06:42:00,0.2570107858243467
2015-02-06 06:42:59,0.2570107858243467
2015-02-06 06:43:59,0.2570107858243467
2015-02-06 06:45:00,0.2570107858243467
2015-02-06 06:46:00,0.2570107858243467
2015-02-06 06:47:00,0.2570107858243467
2015-02-06 06:48:00,0.2385208012326667
2015-02-06 06:49:00,0.2385208012326667
2015-02-06 06:49:59,0.23020030816641104
2015-02-06 06:51:00,0.2385208012326667
2015-02-06 06:52:00,0.2385208012326667
2015-02-06 06:53:00,0.22187981510015486
2015-02-06 06:53:59,0.22187981510015486
2015-02-06 06:55:00,0.22187981510015486
2015-02-06 06:55:59,0.22187981510015486
2015-02-06 06:56:59,0.22187981510015486
2015-02-06 06:58:00,0.2033898305084758
2015-02-06 06:59:00,0.22187981510015486
2015-02-06 07:00:00,0.22187981510015486
2015-02-06 07:01:00,0.22187981510015486
2015-02-06 07:01:59,0.22187981510015486
2015-02-06 07:02:59,0.22187981510015486
2015-02-06 07:04:00,0.22187981510015486
2015-02-06 07:05:00,0.22187981510015486
2015-02-06 07:06:00,0.22187981510015486
2015-02-06 07:07:00,0.22187981510015486
2015-02-06 07:08:00,0.22187981510015486
2015-02-06 07:08:59,0.22187981510015486
2015-02-06 07:09:59,0.22187981510015486
2015-02-06 07:11:00,0.22187981510015486
2015-02-06 07:12:00,0.22187981510015486
2015-02-06 07:13:00,0.22187981510015486
2015-02-06 07:14:00,0.22187981510015486
2015-02-06 07:14:59,0.22187981510015486
2015-02-06 07:15:59,0.23020030816641104
2015-02-06 07:17:00,0.2385208012326667
2015-02-06 07:18:00,0.2385208012326667
2015-02-06 07:19:00,0.2385208012326667
2015-02-06 07:20:00,0.2385208012326667
2015-02-06 07:21:00,0.2385208012326667
2015-02-06 07:21:59,0.2385208012326667
2015-02-06 07:23:00,0.2385208012326667
2015-02-06 07:24:00,0.2385208012326667
2015-02-06 07:25:00,0.2385208012326667
2015-02-06 07:25:59,0.2385208012326667
2015-02-06 07:27:00,0.2385208012326667
2015-02-06 07:27:59,0.23020030816641104
2015-02-06 07:28:59,0.23020030816641104
2015-02-06 07:30:00,0.22187981510015486
2015-02-06 07:31:00,0.22187981510015486
2015-02-06 07:32:00,0.22187981510015486
2015-02-06 07:33:00,0.22187981510015486
2015-02-06 07:34:00,0.23020030816641104
2015-02-06 07:34:59,0.23020030816641104
2015-02-06 07:36:00,0.22187981510015486
2015-02-06 07:37:00,0.22187981510015486
2015-02-06 07:38:00,0.22187981510015486
2015-02-06 07:38:59,0.22187981510015486
2015-02-06 07:40:00,0.22187981510015486
2015-02-06 07:40:59,0.22187981510015486
2015-02-06 07:41:59,0.21725731895223527
2015-02-06 07:43:00,0.21725731895223527
2015-02-06 07:44:00,0.22187981510015486
2015-02-06 07:45:00,0.21725731895223527
2015-02-06 07:46:00,0.2033898305084758
2015-02-06 07:46:59,0.21263482280431534
2015-02-06 07:47:59,0.20955315870569624
2015-02-06 07:49:00,0.21725731895223527
2015-02-06 07:50:00,0.20801232665639532
2015-02-06 07:51:00,0.21263482280431534
2015-02-06 07:52:00,0.22187981510015486
2015-02-06 07:53:00,0.22187981510015486
2015-02-06 07:53:59,0.2260400616332832
2015-02-06 07:54:59,0.23436055469953845
2015-02-06 07:56:00,0.2385208012326667
2015-02-06 07:57:00,0.24314329738058715
2015-02-06 07:58:00,0.2570107858243467
2015-02-06 07:59:00,0.2570107858243467
2015-02-06 07:59:59,0.26209553158705834
2015-02-06 08:00:59,0.2637904468413015
2015-02-06 08:02:00,0.2722650231124821
2015-02-06 08:03:00,0.2819722650231138
2015-02-06 08:04:00,0.27734976887519425
2015-02-06 08:05:00,0.2896764252696529
2015-02-06 08:06:00,0.3004622496147937
2015-02-06 08:06:59,0.3050847457627133
2015-02-06 08:08:00,0.31432973805855324
2015-02-06 08:09:00,0.31432973805855324
2015-02-06 08:10:00,0.31432973805855324
2015-02-06 08:10:59,0.3184899845916811
2015-02-06 08:12:00,0.31432973805855324
2015-02-06 08:12:59,0.33097072419106466
2015-02-06 08:13:59,0.33097072419106466
2015-02-06 08:15:00,0.33097072419106466
2015-02-06 08:16:00,0.33097072419106466
2015-02-06 08:17:00,0.3355932203389851
2015-02-06 08:18:00,0.33097072419106466
2015-02-06 08:19:00,0.34021571648690463
2015-02-06 08:19:59,0.3494607087827446
2015-02-06 08:21:00,0.34483821263482417
2015-02-06 08:22:00,0.3494607087827446
2015-02-06 08:23:00,0.3494607087827446
2015-02-06 08:23:59,0.3494607087827446
2015-02-06 08:25:00,0.3494607087827446
2015-02-06 08:25:59,0.3494607087827446
2015-02-06 08:26:59,0.3494607087827446
2015-02-06 08:28:00,0.3494607087827446
2015-02-06 08:29:00,0.34483821263482417
2015-02-06 08:30:00,0.34483821263482417
2015-02-06 08:31:00,0.33713405238828553
2015-02-06 08:31:59,0.34021571648690463
2015-02-06 08:32:59,0.3494607087827446
2015-02-06 08:34:00,0.34483821263482417
2015-02-06 08:35:00,0.3432973805855237
2015-02-06 08:36:00,0.34483821263482417
2015-02-06 08:37:00,0.34021571648690463
2015-02-06 08:38:00,0.34021571648690463
2015-02-06 08:38:59,0.34021571648690463
2015-02-06 08:39:59,0.3494607087827446
2015-02-06 08:41:00,0.34483821263482417
2015-02-06 08:42:00,0.34483821263482417
2015-02-06 08:43:00,0.34483821263482417
2015-02-06 08:44:00,0.3494607087827446
2015-02-06 08:44:59,0.34483821263482417
2015-02-06 08:45:59,0.3432973805855237
2015-02-06 08:47:00,0.34021571648690463
2015-02-06 08:48:00,0.34483821263482417
2015-02-06 08:49:00,0.3494607087827446
2015-02-06 08:50:00,0.3494607087827446
2015-02-06 08:51:00,0.34483821263482417
2015-02-06 08:51:59,0.34021571648690463
2015-02-06 08:53:00,0.34483821263482417
2015-02-06 08:54:00,0.3494607087827446
2015-02-06 08:55:00,0.34483821263482417
